id,importanceSampling
1,6.012702
2,9.411650
3,6.654778
4,14.212020
5,14.650852
6,6.642996
7,7.099342
8,7.663252
9,5.151369
10,15.645940
11,14.269862
12,4.862759
13,6.098476
14,10.473147
15,10.855090
16,10.789180
17,10.988602
18,13.024683
19,12.164852
20,6.775387
21,12.825653
22,8.876406
23,6.196245
24,6.636644
25,6.484701
26,7.169949
27,6.557594
28,11.625694
29,4.953388
30,16.039862
31,6.252436
32,6.309672
33,4.972982
34,6.437725
35,10.947849
36,6.489231
37,15.138350
38,6.111569
39,5.179013
40,18.902041
41,14.430603
42,8.582182
43,24.421864
44,8.276596
45,5.211164
46,7.408528
47,4.758822
48,5.788505
49,12.818923
50,5.678682
51,13.602508
52,6.846993
53,26.568646
54,25.794871
55,6.646093
56,4.750301
57,15.187536
58,11.606459
59,7.801439
60,5.198517
61,11.832298
62,6.029491
63,16.126112
64,6.833250
65,6.086365
66,12.479384
67,8.170797
68,17.667656
69,12.817144
70,12.741700
71,6.636656
72,22.207925
73,6.064469
74,6.395713
75,20.691809
76,21.677126
77,6.824885
78,6.545508
79,6.992716
80,24.303260
81,12.731979
82,5.300028
83,5.926760
84,21.446240
85,5.802634
86,6.784902
87,11.436181
88,13.782544
89,8.574142
90,7.706684
91,12.668239
92,6.439274
93,10.691540
94,5.131257
95,6.111316
96,23.213179
97,5.781167
98,7.530951
99,4.978152
100,8.934703
101,10.777270
102,21.181097
103,21.901614
104,18.395578
105,16.582980
106,11.394244
107,10.514307
108,8.912576
109,6.859770
110,7.359452
111,13.823196
112,11.575484
113,12.212060
114,5.209102
115,19.015171
116,6.936873
117,6.529786
118,7.368482
119,11.339284
120,7.057357
121,12.668459
122,6.680566
123,18.367346
124,4.377134
125,10.898143
126,5.948928
127,8.450958
128,6.318060
129,9.894949
130,5.860250
131,20.660078
132,6.944967
133,6.917540
134,12.388424
135,11.793884
136,10.420777
137,5.840091
138,7.437828
139,18.590751
140,5.863025
141,13.724662
142,17.797495
143,17.738860
144,14.240767
145,7.103173
146,20.934648
147,18.743619
148,11.834280
149,6.809104
150,15.261998
151,20.515374
152,14.840436
153,14.591089
154,6.367670
155,6.794418
156,11.114522
157,13.215686
158,11.337112
159,7.318153
160,6.745455
161,14.233110
162,7.223343
163,6.746902
164,5.571241
165,6.453890
166,6.362619
167,9.486001
168,8.234540
169,5.315542
170,13.407807
171,5.853007
172,9.541119
173,6.665527
174,8.006593
175,5.770908
176,10.780036
177,4.649742
178,6.663842
179,11.394411
180,13.884428
181,8.549546
182,5.936707
183,7.554603
184,11.937232
185,6.630985
186,6.430896
187,5.935614
188,6.723164
189,6.304966
190,5.746742
191,17.539525
192,13.499983
193,6.149635
194,4.125295
195,7.724899
196,14.590642
197,4.939547
198,17.641025
199,5.572002
200,5.908994
201,7.083515
202,5.643772
203,5.909366
204,13.883040
205,13.685721
206,7.529432
207,13.716011
208,5.804218
209,5.562397
210,11.289016
211,17.511066
212,9.485160
213,9.210782
214,13.430061
215,6.819786
216,13.582039
217,9.887613
218,15.033685
219,8.832533
220,10.782678
221,12.829857
222,4.645348
223,6.584910
224,5.534547
225,19.031545
226,6.692608
227,8.338673
228,7.246546
229,4.964382
230,5.141000
231,6.697625
232,16.770412
233,15.958381
234,4.732455
235,5.491995
236,13.132694
237,21.474811
238,27.284583
239,14.953415
240,11.783711
241,6.953588
242,5.595372
243,6.943856
244,20.123891
245,6.290769
246,7.047642
247,5.520165
248,11.499814
249,16.854507
250,5.766275
251,8.537728
252,7.141769
253,6.396424
254,5.347758
255,12.862336
256,6.334924
257,19.285573
258,5.770988
259,16.221049
260,7.654819
261,18.065393
262,18.057389
263,6.321739
264,14.242615
265,5.950313
266,15.783569
267,4.423882
268,6.478659
269,7.129566
270,6.991326
271,9.469830
272,11.821277
273,19.805543
274,5.403239
275,6.360400
276,23.788175
277,12.172248
278,6.799243
279,7.078375
280,6.245937
281,5.203426
282,20.182797
283,17.646301
284,7.614716
285,6.309538
286,11.704638
287,5.268814
288,13.921787
289,18.215973
290,10.640622
291,25.626009
292,27.789544
293,5.596044
294,5.525239
295,8.397220
296,11.877395
297,4.730782
298,6.428359
299,7.206084
300,10.688047
301,19.798132
302,5.124504
303,9.868341
304,15.106272
305,34.327148
306,10.021584
307,6.876896
308,27.572033
309,23.330610
310,11.006737
311,11.548977
312,4.723061
313,11.792073
314,12.844106
315,6.186208
316,4.874536
317,14.913932
318,15.662514
319,13.371191
320,18.463039
321,25.896214
322,8.363486
323,13.518157
324,10.000477
325,31.761197
326,4.070212
327,4.760461
328,12.221944
329,11.496575
330,18.197792
331,14.272784
332,13.593187
333,5.537787
334,5.825378
335,9.030534
336,7.321468
337,8.987763
338,5.022847
339,6.515387
340,20.417350
341,12.014568
342,5.807411
343,6.170874
344,5.194182
345,4.055656
346,6.843633
347,8.223325
348,5.703796
349,27.854275
350,6.164594
351,5.290562
352,6.576593
353,5.754969
354,6.952984
355,5.227803
356,6.865995
357,6.985764
358,5.741564
359,15.165046
360,10.982238
361,25.477956
362,13.355210
363,6.472478
364,5.342129
365,29.893657
366,5.698282
367,12.618519
368,6.313357
369,8.343801
370,13.328466
371,12.387852
372,6.974056
373,14.244815
374,7.894639
375,6.647756
376,6.644285
377,6.494997
378,13.159672
379,6.817171
380,6.405124
381,14.448127
382,7.407699
383,6.210790
384,11.736981
385,13.240632
386,8.313580
387,6.931762
388,4.588708
389,11.242612
390,4.562131
391,6.156606
392,19.846834
393,21.722704
394,14.602985
395,13.357946
396,6.900804
397,6.065246
398,4.502349
399,6.316515
400,5.222236
401,6.456956
402,15.114926
403,6.280736
404,13.885151
405,13.752507
406,6.992134
407,17.019051
408,6.350670
409,5.291532
410,6.966583
411,6.238630
412,5.017665
413,9.011274
414,13.100199
415,7.405063
416,6.355196
417,5.704734
418,14.474857
419,15.710723
420,5.553499
421,4.245924
422,11.307598
423,18.529245
424,19.190499
425,19.512578
426,6.946732
427,20.810023
428,5.091913
429,5.939430
430,4.136430
431,6.238179
432,13.807340
433,13.313898
434,8.775504
435,11.407271
436,31.355340
437,5.582648
438,9.673384
439,10.742184
440,13.126079
441,13.549954
442,6.128593
443,9.164520
444,7.155042
445,10.795174
446,6.789312
447,6.485088
448,21.934882
449,5.529291
450,6.394679
451,25.387714
452,6.129349
453,10.505281
454,6.395668
455,12.823581
456,10.004256
457,17.964830
458,6.271128
459,6.858559
460,6.685174
461,10.298729
462,12.166019
463,22.433701
464,13.354269
465,6.740482
466,5.870828
467,10.812066
468,17.316728
469,14.561986
470,13.198836
471,5.409299
472,14.555907
473,17.649092
474,5.992915
475,18.423391
476,6.996912
477,6.321275
478,6.848090
479,8.654531
480,15.064407
482,5.551983
483,16.542593
484,7.088967
485,6.029368
486,15.128275
487,7.596178
488,13.906596
489,5.615513
490,10.643460
491,7.212824
492,9.049742
493,13.030651
494,4.920549
495,13.884429
496,10.001208
497,5.420526
498,7.872851
499,12.230453
500,6.460474
501,22.610844
502,14.226442
503,19.777166
504,7.490338
505,6.441245
506,27.249665
507,6.441538
508,7.926140
509,7.277685
510,7.168727
511,16.451453
512,7.642733
513,34.844168
514,12.050096
515,7.076862
516,12.643645
517,12.614020
518,11.887391
519,12.647445
520,8.232522
521,6.851259
522,12.112949
523,10.548826
524,6.764245
525,6.988312
526,18.079280
527,7.961793
528,6.451731
529,5.562973
530,6.232873
531,6.647826
532,5.977097
533,15.446675
534,5.109919
535,12.046710
536,15.674696
537,4.480449
538,17.239491
539,16.391393
540,7.038030
541,8.234935
542,9.450451
543,7.592227
544,11.697262
545,16.499132
546,6.664785
547,66.878171
548,9.992093
549,19.933818
550,8.987539
551,15.583545
552,6.930112
553,20.046988
554,16.298336
555,15.496320
556,5.538730
557,8.446452
558,11.554127
559,29.613109
560,10.394267
561,6.592183
562,14.935096
563,7.042596
564,5.472044
565,13.639396
566,5.216069
567,13.801133
568,6.733452
569,6.036351
570,7.202254
571,16.604130
572,6.085746
573,11.781704
574,6.277028
575,7.428633
576,6.398769
577,21.186040
578,6.429296
579,7.986237
580,6.905249
581,4.332738
582,4.428182
583,20.989492
584,7.044422
585,14.484338
586,5.048576
587,5.633547
588,8.241213
589,5.749489
590,13.001011
591,6.413791
592,4.832680
593,6.434470
594,6.604627
595,4.469798
596,18.104891
597,9.993829
598,8.137985
599,6.317013
600,10.068421
601,6.112822
602,13.070929
603,6.134079
604,9.453385
605,5.863705
606,5.843284
607,21.878448
608,6.943435
609,15.831235
610,19.622959
611,5.853042
612,12.287746
613,8.178333
614,7.143154
615,7.138105
616,14.497217
617,7.236639
618,14.655394
619,13.300897
620,6.443375
621,17.225930
622,4.839588
623,13.110058
624,5.344064
625,26.921660
626,5.721633
627,7.352499
628,5.255460
629,12.922291
630,6.255546
631,5.801219
632,19.907291
633,11.989759
634,14.147308
635,5.563897
636,7.080175
637,10.678889
638,8.489617
639,6.264216
640,21.461078
641,7.776731
642,7.082236
643,8.285116
644,12.062815
645,14.049833
646,5.455338
647,12.221027
648,13.145558
649,6.656345
650,11.027707
651,6.944001
652,13.925376
653,6.107914
654,14.707550
655,8.439130
656,4.606038
657,6.195447
658,7.732686
659,5.793943
660,5.450395
661,16.883272
662,6.259045
663,5.924249
664,11.657724
665,7.903155
666,6.594698
667,4.613125
668,13.079091
669,12.115275
670,9.950716
671,8.618762
672,8.524839
673,12.752847
674,5.460158
675,19.843775
676,6.282728
677,7.112896
678,7.393530
679,7.222994
680,6.864253
681,13.208639
682,14.712932
683,10.060106
684,9.670322
685,5.632322
686,6.107090
687,13.113136
688,14.990407
689,20.093194
690,6.880954
691,7.440161
692,5.541533
693,7.352288
694,12.724098
695,18.886052
696,6.684991
697,6.424404
698,13.867279
699,7.228496
700,23.216362
701,14.120518
702,5.012927
703,4.071670
704,13.789747
705,8.879183
706,12.070752
707,12.319052
708,9.630102
709,7.117594
710,14.051167
711,6.957073
712,6.203326
713,18.995507
714,6.614681
715,36.097272
716,6.694180
717,5.574375
718,15.038690
719,5.637736
720,21.078883
721,9.665224
722,7.170964
723,6.065654
724,15.344784
725,6.506222
726,6.528563
727,9.311387
728,21.693023
729,6.943252
730,10.280463
731,4.399750
732,5.857730
733,5.591801
734,12.980073
735,19.082923
736,13.024869
737,9.314836
738,7.263659
739,5.095915
740,17.365444
741,4.427831
742,5.805546
743,35.570949
744,5.376889
745,15.236648
746,17.830913
747,5.069185
748,14.234503
749,5.881298
750,31.614622
751,9.030729
752,6.747620
753,12.926480
754,16.372603
755,36.643706
756,6.089432
757,7.268047
758,8.040513
759,4.946464
760,6.590715
761,6.389507
762,4.056942
763,6.190862
764,14.560993
765,15.232662
766,14.840035
767,14.724726
768,13.085172
769,19.099079
770,5.937821
771,14.683988
772,8.577979
773,19.532420
774,6.895281
775,9.293201
776,6.807801
777,7.905914
778,5.145878
779,5.441941
780,18.521168
781,6.234054
782,5.705082
783,6.322420
784,17.673106
785,12.179902
786,6.586709
787,7.722720
788,17.677207
789,8.144850
790,6.221893
791,28.750594
792,5.850621
793,6.559844
794,6.174019
795,28.373887
796,9.050980
797,6.734530
798,5.918010
799,7.899155
800,7.071646
801,14.337219
802,12.894203
803,15.329500
804,5.202577
805,40.734527
806,7.472381
807,6.324171
808,6.044771
809,6.592141
810,7.917699
811,4.229587
812,15.181548
813,6.602364
814,14.723160
815,7.568849
816,7.443329
817,6.165609
818,4.830262
819,11.036305
820,7.190866
821,16.177198
822,7.140597
823,46.148174
824,6.726597
825,5.312218
826,6.029769
827,12.500865
828,6.352716
829,7.036108
830,6.933047
831,23.580489
832,5.633270
833,4.632438
834,9.943546
835,6.840608
836,7.318549
837,7.959968
838,4.915186
839,5.403936
840,6.092415
841,6.835619
842,6.104092
843,19.437222
844,5.977566
845,10.430582
846,6.109017
847,5.195071
848,5.657477
849,13.378070
850,11.886567
851,6.223213
852,17.290628
853,6.646785
854,16.781001
855,26.623617
856,15.704958
857,13.808879
858,6.370366
859,24.044534
860,16.658646
861,4.372261
862,7.985985
863,5.837326
864,15.850464
865,6.719091
866,13.620084
867,11.344648
868,8.687997
869,6.339167
870,5.674469
871,7.192222
872,11.204958
873,16.238062
874,13.233730
875,12.475134
876,16.419630
877,14.397367
878,11.107931
879,7.177565
880,7.488614
881,5.280100
882,25.433928
883,14.488846
884,12.681513
886,17.828477
887,30.913365
888,14.179384
889,5.678389
890,6.973757
891,6.793626
892,16.869592
893,17.362615
894,7.017050
895,13.373922
896,14.040497
897,7.183601
898,24.175363
899,6.384485
900,10.836230
901,12.503283
902,6.465375
903,6.198326
904,18.022075
905,7.015404
906,12.714860
907,4.084838
908,12.364905
909,19.074382
910,6.751735
911,5.093515
912,14.962640
913,5.455114
914,6.472735
915,11.263214
916,6.895024
917,6.070611
918,10.903988
919,5.931435
920,11.278213
921,4.396109
922,6.804733
923,6.618093
924,17.249056
925,4.948005
926,6.169841
927,6.437232
928,5.532448
929,12.964048
930,12.314198
931,13.035361
932,12.833606
933,10.351859
934,14.680583
935,6.441215
936,10.894395
937,6.248507
938,13.562097
939,12.526841
940,19.783162
941,24.895674
942,6.858377
943,5.405715
944,14.109135
945,6.334350
946,14.128638
947,8.366347
948,9.486171
949,7.178185
950,5.703984
951,5.154492
952,6.530028
953,13.610233
954,7.060127
955,11.508736
956,7.918577
957,5.804644
958,12.356911
959,6.013771
960,6.579347
961,14.572187
962,19.382316
963,11.752013
964,17.607732
965,4.651228
966,21.192692
967,12.849617
968,21.981025
969,5.625035
970,5.742946
971,19.754476
972,5.135724
973,12.345292
974,8.936595
975,6.084807
976,6.549841
977,15.463540
978,7.214430
979,6.629590
980,15.393331
981,6.534789
982,6.379499
983,13.288892
984,21.466167
985,11.889605
987,7.728640
988,14.270082
989,11.646866
990,6.372135
991,12.706173
992,6.392610
993,14.852294
994,14.018332
995,6.414595
996,6.913860
997,12.888374
998,14.231961
999,9.808125
1000,4.749019
1001,12.435856
1002,12.451904
1003,8.932066
1004,6.739233
